id,diacritics,no_diacritics
339088,Rîvna lor o minunează pe mama.,Rivna lor o minuneaza pe mama.
299250,"Voinicul... se înfățișă înaintea împăratului, îi dete inelul și acesta recunoscîndu-l, nu mai avu loc de cîrmeală și-și aduse fata... și o logodi cu Făt-Frumos.","Voinicul... se infatisa inaintea imparatului, ii dete inelul si acesta recunoscindu-l, nu mai avu loc de cirmeala si-si aduse fata... si o logodi cu Fat-Frumos."
113623,"Pornind de la premisa că angajatul care câștigă 2.500 de lei net pe lună nu beneficiază de un regim de impozitare special, consultanții companiei de servicii de HR Smatree au făcut două scenarii: „Dacă salariul brut se menține la nivelul anului 2017, salariul net aferent anului 2018 va scădea cu aproape 17%, adică va ajunge la sumă de 2.087 lei net lunar.","Pornind de la premisa ca angajatul care castiga 2.500 de lei net pe luna nu beneficiaza de un regim de impozitare special, consultantii companiei de servicii de HR Smatree au facut doua scenarii: „Daca salariul brut se mentine la nivelul anului 2017, salariul net aferent anului 2018 va scadea cu aproape 17%, adica va ajunge la suma de 2.087 lei net lunar."
254990,"Îndată ce i-au agiuns valul, i-au acoperit pe toți, înghițindu-i sălbatica mare.","Indata ce i-au agiuns valul, i-au acoperit pe toti, inghitindu-i salbatica mare."
307074,ce tot se mai ținea pe crăcana unei furci butucănoase.,ce tot se mai tinea pe cracana unei furci butucanoase.
127729,"Executivul rus a majorat încă din acest an ""cheltuilile secrete"" ale bugetului federal.","Executivul rus a majorat inca din acest an ""cheltuilile secrete"" ale bugetului federal."
373863,De cînd s-a dus bădița Mi-i pustie ulița.,De cind s-a dus badita Mi-i pustie ulita.
47367,"La opt luni creșterea a fost de 10,8% astăzi, 10:03 Autori: Anca Olteanu , Mediafax Cifra de afaceri din industrie pe total (piața internă și piața externă), în termeni nominali, a crescut cu 10,8% în primele opt luni din 2017 față de perioada similară a anului trecut, potrivit datelor publicate marți de Institutul Național de Statistică (INS).","La opt luni cresterea a fost de 10,8% astazi, 10:03 Autori: Anca Olteanu , Mediafax Cifra de afaceri din industrie pe total (piata interna si piata externa), in termeni nominali, a crescut cu 10,8% in primele opt luni din 2017 fata de perioada similara a anului trecut, potrivit datelor publicate marti de Institutul National de Statistica (INS)."
195103,"Săptămâna  trecută, secretarul Trezoreriei SUA Steven Mnuchin a stârnit îngrijrări pretinzând că susține un dolar ""mai slab"" care ar avantaja comerțul american.","Saptamana  trecuta, secretarul Trezoreriei SUA Steven Mnuchin a starnit ingrijrari pretinzand ca sustine un dolar ""mai slab"" care ar avantaja comertul american."
121633,"4. După îndepărtarea mea din Casa Regală, singura dată când am mai avut acces la bunicul meu a fost la Aubonne în 2015 cu ocazia zilei de naștere a bunicului meu.","4. Dupa indepartarea mea din Casa Regala, singura data cand am mai avut acces la bunicul meu a fost la Aubonne in 2015 cu ocazia zilei de nastere a bunicului meu."
351927,La 1679 Șerban Cantacuzino se urcă pe tron.,La 1679 Serban Cantacuzino se urca pe tron.
2504,"Bineînțeles, continuă să lucreze la diverse proiecte editoriale BD, în special cu artistul Tony S.","Bineinteles, continua sa lucreze la diverse proiecte editoriale BD, in special cu artistul Tony S."
290792,"Pupă acestea se dau plachii, uneori făcute cu orez, dar mai de multe ori amestecate cu bulgur și cu păsat.","Pupa acestea se dau plachii, uneori facute cu orez, dar mai de multe ori amestecate cu bulgur si cu pasat."
372038,"Surpat acum din două părți de necontenitele bănuieli și urmăriri ale mătușii mele... cum și de grija ce purta pentru llinca, bietul Ion se usca văzînd cu ochii.","Surpat acum din doua parti de necontenitele banuieli si urmariri ale matusii mele... cum si de grija ce purta pentru llinca, bietul Ion se usca vazind cu ochii."
302514,Lucruri scumpe și plante din alte clime spînzurau și se tîrau din odaie în odaie.,Lucruri scumpe si plante din alte clime spinzurau si se tirau din odaie in odaie.
148656,"Compania a realizat optimizări la nivelul rețelei de bază (core network) și a implementat un nou protocol de rețea, care permite printre altele optimizarea fluxului video.","Compania a realizat optimizari la nivelul retelei de baza (core network) si a implementat un nou protocol de retea, care permite printre altele optimizarea fluxului video."
90862,"„Rușii au compromis de mai multe ori administratori din industria nucleară americană prin acțiuni de extorcare, iar aceste probleme au generat preocupări legitime în domeniul siguranței naționale.","„Rusii au compromis de mai multe ori administratori din industria nucleara americana prin actiuni de extorcare, iar aceste probleme au generat preocupari legitime in domeniul sigurantei nationale."
382225,"În mare bucurie și zîmbet, a plesnit din buze cu încîntare și fericire.","In mare bucurie si zimbet, a plesnit din buze cu incintare si fericire."
300074,"Copii de care... au să poarte grijă coconeturile cu baluri, tombole și toate mofturile.","Copii de care... au sa poarte grija coconeturile cu baluri, tombole si toate mofturile."
283825,"Și iaca așa, oameni buni, s-a izbăvit Ipate și de dracul și de babă.","Si iaca asa, oameni buni, s-a izbavit Ipate si de dracul si de baba."
320433,Am să pornesc și eu într-un noroc și cum a da dumnezeu.,Am sa pornesc si eu intr-un noroc si cum a da dumnezeu.
60468,"În scurt timp, însă, vine și oferta rivalilor de la Barcelona.","In scurt timp, insa, vine si oferta rivalilor de la Barcelona."
340611,Modele de ceară.,Modele de ceara.
155258,"Aceste măsuri vin la pachet cu reducerea procentului de plată către pilonul II de pensii de la 5,1 la 3,7%, dar, atenție! fără a fi afectată valoarea nominală din prezent.","Aceste masuri vin la pachet cu reducerea procentului de plata catre pilonul II de pensii de la 5,1 la 3,7%, dar, atentie! fara a fi afectata valoarea nominala din prezent."
117286,"lei cu un profit de 9,6 mil.","lei cu un profit de 9,6 mil."
239696,Pînă acu era s-o gătească de zile.,Pina acu era s-o gateasca de zile.
249171,Ne povesteam multe.,Ne povesteam multe.
198056,"Este o lume în care ființele umane sînt conectate prin intermediul unor fire la o viață artificială, prin intermediul unor roboți care nici măcar nu sînt copiile lor fidele, ci versiuni mult mai arătoase, mai suple, mai tinere și mai vesele ale lor, ele, fiind în realitate, contrariul (îmbătrînite, apatice, supraponderale, ieșite din uzul vieții reale).","Este o lume in care fiintele umane sint conectate prin intermediul unor fire la o viata artificiala, prin intermediul unor roboti care nici macar nu sint copiile lor fidele, ci versiuni mult mai aratoase, mai suple, mai tinere si mai vesele ale lor, ele, fiind in realitate, contrariul (imbatrinite, apatice, supraponderale, iesite din uzul vietii reale)."
137766,"Are calitatea unui mare jurnalist, aceea de a ști exact ce greutate are fiecare cuvînt.","Are calitatea unui mare jurnalist, aceea de a sti exact ce greutate are fiecare cuvint."
395352,"Îndulciți de cîștigurile ce se realizează cu arendășia, nu pot să se lase de a fi și fermieri!","Indulciti de cistigurile ce se realizeaza cu arendasia, nu pot sa se lase de a fi si fermieri!"
256881,I-au întors cele trei pungi de bani.,I-au intors cele trei pungi de bani.
281393,"De-ar ști mama! Vai, să știe Ce-i fac azi, mi-ar da ea mie! D-apoi! N-am să fiu tot fată, Voi fi și nevast\'o dată.","De-ar sti mama! Vai, sa stie Ce-i fac azi, mi-ar da ea mie! D-apoi! N-am sa fiu tot fata, Voi fi si nevast\'o data."
226819,"Își încheie nasturii și înaintă, pipăindu-și în buzunar cartonul cu numărul vestiarului.","Isi incheie nasturii si inainta, pipaindu-si in buzunar cartonul cu numarul vestiarului."
185112,"Cum ați caracteriza interesul Japoniei privind situația politică și economică din România, respectiv interesul privind investițiile în țara noastră? Mă bucur că am prilejul de a vizita România în calitate de prim-ministru al Japoniei, având în vedere și faptul că este prima vizită la acest nivel.","Cum ati caracteriza interesul Japoniei privind situatia politica si economica din Romania, respectiv interesul privind investitiile in tara noastra? Ma bucur ca am prilejul de a vizita Romania in calitate de prim-ministru al Japoniei, avand in vedere si faptul ca este prima vizita la acest nivel."
246808,Imn național.,Imn national.
277279,Cărbunele activ este un adsorbant.,Carbunele activ este un adsorbant.
95459,"Dacă piața merge într-o direcție accep­tabilă, o să putem da drumul la anumite extinderi, dacă nu, mai stăm.","Daca piata merge intr-o directie accep­tabila, o sa putem da drumul la anumite extinderi, daca nu, mai stam."
79140,Sportiva din Constanța și-a îndeplinit visul și a devenit numărul 1 mondial.,Sportiva din Constanta si-a indeplinit visul si a devenit numarul 1 mondial.
204386,"Răspunzând presiunilor investitorilor,  Welch a extins GE Capital, făcând din această divizie cel mai mare emitent de efecte de comerț.","Raspunzand presiunilor investitorilor,  Welch a extins GE Capital, facand din aceasta divizie cel mai mare emitent de efecte de comert."
326349,"La Operă, era în foaier o mare bancă de faraon.","La Opera, era in foaier o mare banca de faraon."
145916,Detalii de abonare la ZF Corporate: Alexandru Matei (tel.,Detalii de abonare la ZF Corporate: Alexandru Matei (tel.
222078,Păstrăvii începeau să se ducă la locurile lor de boiște.,Pastravii incepeau sa se duca la locurile lor de boiste.
344731,"Țăranii, care clătinaseră mereu din cap în semn de compătimire, cît a vorbit Pavel, tăceau.","Taranii, care clatinasera mereu din cap in semn de compatimire, cit a vorbit Pavel, taceau."
284844,Popoarele autohtone din Peninsula Balcanică.,Popoarele autohtone din Peninsula Balcanica.
384616,Nenumărat în păduri s-adună poporul de pasări.,Nenumarat in paduri s-aduna poporul de pasari.
279267,«Nu ești aliniat. Cinci lei amendă».,«Nu esti aliniat. Cinci lei amenda».
126598,Stopurile spate pătrate de asemenea contribuie la această nouă imagine sportivă a mașinii.,Stopurile spate patrate de asemenea contribuie la aceasta noua imagine sportiva a masinii.
114291,"  Deținerile celor șapte fonduri cumulau circa 799 milioane de lei, calculate la prețurile de închidere ale unei acțiuni SNP din 30 iunie, potrivit calculelor ZF din baza rapoartelor semestriale ale fondurilor.","  Detinerile celor sapte fonduri cumulau circa 799 milioane de lei, calculate la preturile de inchidere ale unei actiuni SNP din 30 iunie, potrivit calculelor ZF din baza rapoartelor semestriale ale fondurilor."
341641,N-avea pe cine altul care să-i fie moștean.,N-avea pe cine altul care sa-i fie mostean.
2147,"Cum ar zice De Gaulle, “vast program”! Să sparie gândul când vede cum, în vreo 14 anișori, ipochimenul care se laudă acum că stătea mai mult prin buda școlii decât prin sala de clasă a epuizat patru instituții de învățământ universitar și patru domenii foarte diferite de cunoștințe: de la mine la politologie, apoi la management (și nu de oricare, neaoș, ci internațional!) și, în sfârșit, s-a oprit la a fi economist.","Cum ar zice De Gaulle, “vast program”! Sa sparie gandul cand vede cum, in vreo 14 anisori, ipochimenul care se lauda acum ca statea mai mult prin buda scolii decat prin sala de clasa a epuizat patru institutii de invatamant universitar si patru domenii foarte diferite de cunostinte: de la mine la politologie, apoi la management (si nu de oricare, neaos, ci international!) si, in sfarsit, s-a oprit la a fi economist."
180751,"FMI și Banca Mondială erau instituțiile de care depindea Europa de Est pentru acoperirea deficitelor de cont curent și a necesităților de investiții pe termen lung, în infrastructură, sănătate învățământ sau mediu.","FMI si Banca Mondiala erau institutiile de care depindea Europa de Est pentru acoperirea deficitelor de cont curent si a necesitatilor de investitii pe termen lung, in infrastructura, sanatate invatamant sau mediu."
33987,"“Da, vreau să vă spun că o vom face.","“Da, vreau sa va spun ca o vom face."
320833,A învățat-o și pe fată să ne dușmănească.,A invatat-o si pe fata sa ne dusmaneasca.
