	Score	Sent1	Sent2
1429	4.4	Femeie tanara in echipament de calarie pe un cal.	Fata tanara in echipament de calarie pe un cal.
1430	3.8	Doi oameni navigheaza pe o barca mica.	Doua femei intr-o barca cu panze.
1431	3.0	O pasare mica pe o ramura minuscula.	O pasare mica cocotata pe o ramura inghetata.
1432	1.6	Doua animale stand pe o stanca.	Doi vulturi asezati pe o ramura lunga.
1433	4.2	Doua pisici stau pe spatele unei canapele privind pe fereastra.	Doua pisici stau pe spatele unei canapele si privesc pe fereastra intr-o fotografie de mare.
1434	4.4	Doua tinere tund o oaie.	Doua femei tunzand o oaie.
1435	3.8	Tanarul calaret face o plimbare pe calul maro.	O tanara calareata pe un cal maro.
1436	3.0	Sase oameni sunt asezati la o masa de restaurant si privesc aparatul foto.	Un grup de oameni stand la o masa de restaurant.
1437	3.8	Miel mic alb cu nasul pe lemn.	Un miel alb cu nasul sprijinit de o cutie de lemn.
1438	4.6	O fata tanara calarind un cal alb-cenusiu.	o fetita calareste un cal alb-gri.
1439	3.2	Un caine negru sta langa materialele de pe un santier.	Un caine negru stand intr-o camera in constructie.
1440	3.6	O pasare isi agita aripile in apa.	O lebada neagra agitandu-si aripile pe apa.
1441	3.75	O pisica alb-neagra intinsa pe o patura.	O pisica alb-neagra stand pe un pat de pisici.
1442	3.8	Femeie tanara in echipament de calarie pe un cal.	Femeia calareste calul maro.
1443	3.4	Un avion in curs de pregatire pentru decolare.	Un mic avion turbopropulsor fiind incarcat pe pista.
1444	0.0	O canapea alba din piele cu o poseta si o patura aruncate pe ea.	Un televizor cu o emisiune in derulare.
1445	4.2	O bucatarie cu dulapuri si mobilier din lemn.	Bucatarie cu masa din lemn si dulapuri.
1446	0.8	Pisica ataca o matura de paie din porumb.	Pisica alb-gri stand in chiuveta din baie.
1447	4.2	Un cuplu tine un copil.	Cuplu cu bebelus nou-nascut.
1448	4.25	O pasare mica mancand de la un hranitor.	Pasare mancand dintr-un hranitor pentru pasari.
1449	4.0	Prim-plan al unei oi albe cu un cap negru.	Un prim-plan al unei oi cu un cap negru.
1450	5.0	Un baiat tanar asezat pe o canapea cu un caine.	Un baiat mic asezat pe o canapea cu un caine.
1451	3.2	O pasare rosie este cocotata intr-un copac.	O pasare mica, rosu cu gri cocotata intr-un copac.
1452	0.4	Doua autobuze parcate pe o strada.	Scuter galben parcat intr-o alee.
1453	1.0	Un caine alb-negru privind aparatul foto.	O pisica alba cu gri si negru privind la aparatul foto.
1454	4.8	Un tren este pe caile ferate.	Un tren pe sinele de tren.
1455	3.0	Locomotiva mare argintie intr-o magazie.	Un prim-plan al unei locomotive argintii cu banda rosie.
1456	2.6	O femeie stand la o masa band cu o poza a unei mingi de baschet in fundal.	O femeie intr-un sari bea ceva in timp ce sta la o masa.
1457	3.0	O locomotiva cu abur verde calatorind pe caile ferate.	Un tren negru cu aburi mergand pe caile ferate.
1458	4.0	O mica masina rosie inaintea unei semi-remorci.	Masina sport rosie deasupra unei semi-remorci albe.
1459	3.4	Barbatul pozeaza pentru o fotografie in fata trenului.	Un barbat sta pe un peron in fata unui tren argintiu.
1460	3.4	Un biciclist in negru pe o bicicleta de curse neagra cu rosu.	Un ciclist in salopeta alb-neagra trecand cu viteza pe langa spectatori.
1461	3.8	O chiuveta de bucatarie si o tejghea cu boluri pe rafturi.	O bucatarie mica, cu obiecte asezate pe rafturi si pe tejghea.
1462	3.2	Un televizor intr-o camera dezordonata cu mai multe biblioteci.	O camera cu un televizor, casetofon si raft de carti.
1463	2.8	O pisica alb-neagra dormind pe o parte pe o patura mov.	O pisica alb-neagra asezata pe pamant la soare.
1464	3.8	O femeie mergand cu bicicleta pe o zona mare de beton.	O femeie mergand cu o bicicleta montana pe o zona mare de beton.
1465	2.8	Doua vaci stand intr-un camp mare.	Vaca paste intr-un camp.
1466	3.4	Un barbat chel atinge nasul unui cal negru de cealalta parte a unui gard.	Un barbat chel cu barba mangaie nasul unui cal alb-negru la gard.
1467	4.0	Un barbat sta langa o masina galbena sport.	Un barbat sta langa un Corvette galben.
1468	3.2	o fotografie alb-negru cu vaci in grajdurile lor.	O fotografie alb-negru a vitelor la un jgheab.
1469	4.2	Autobuz cu etaj cu roata carusel Ochiul Londrei in fundal.	un autobuz turistic maro cu etaj pe o strada cu o roata carusel in spatele lui.
1470	0.6	O pasare neagra cu galben mananca dintr-o hranitoare pentru pasari.	Un stol de pasari zburand peste un corp de apa.
1471	3.8	Un barbat sta in fata unui tren.	Un barbat sta pe un peron in fata unui tren argintiu.
1472	4.6	Un avion mic parcat pe un aerodrom cu un cer innorat deasupra.	Un avion mic alb parcat intr-un aeroport intr-o zi innorata.
1473	3.4	O barca se afla pe apa aproape de un avion mic.	O barca este in apa si un avion mic este in port.
1474	0.6	Un barbat calarind un cal alb intr-o arena.	Un animal domestic sta intr-un tarc.
1475	4.2	Un calculator Macintosh asezat pe podea.	un calculator pe podea.
1476	0.4	O pisica alb-neagra sta pe un scaun maro privind in sus.	Un caine stand pe un scaun galben langa un tomberon verde.
1477	2.8	oaie stand intr-un camp.	Un caine mare sta langa o oaie intr-un camp.
1478	3.4	Grup de persoane in varsta stand in jurul unei mese.	Un grup de persoane in varsta pozeaza in jurul unei mese.
1479	2.8	Trei femei cu parul maro zambesc.	Trei femei in rochii indiene intr-o camera aglomerata zambind.
1480	1.6	O fotografie alb-negru a unei gari goale.	O fotografie alb-negru a unei pisici stand pe o canapea.
1481	0.0	Doi caini intr-o cusca ingradita privesc inainte.	Doua fete pe un tip pozand pe prova unei barci.
1482	0.6	O vaca alb-neagra uitandu-se prin gard.	O pisica alb-neagra asezata pe pamant la soare.
1483	1.8	Cativa oameni pe motociclete intr-o piata.	Oamenii merg cu mopedele intr-un cadru urban.
1484	1.8	Un prim-plan al unei oi in iarba.	Un prim-plan al unui miel cu urechea etichetata, stand pe iarba.
1485	2.0	Pisica domestica stand pe spate pe cutia pentru pisici.	Pisica domestica cafenie sub prelata neagra.
1486	3.2	Doua pasari verzi zboara spre un stalp telefonic din lemn.	Doua pasari verzi zburand deasupra cablurilor de telefon.
1487	3.0	O persoana stand pe o motocicleta in timp ce un barbat asteapta.	Un barbat sta langa un barbat cu casca pe o motocicleta intr-o parcare goala.
1488	2.6	Trei vaci pascand intr-un camp.	Doua vaci pasc intr-un camp.
1489	4.4	O pasare albastra cocotata pe o mana inmanusata.	O pasare este cocotata pe mana inmanusata a unei persoane.
1490	4.0	Un bebelus tine un pachet de ketchup.	Un bebelus intr-un scaun inalt tine un pachet de ketchup.
1491	4.2	O vedere de aproape a unui cap de cal.	Un prim-plan al unui cap de cal maro.
1492	5.0	Un tren este intr-o gara.	un tren intr-o gara.
1493	3.6	Un cal maro inchis stand intr-un camp.	Cal stand intr-un camp.
1494	0.8	O pisica mica stand pe o grinda de lemn privind in sus la aparatul foto.	Cainele mic poarta un pulover si se uita in sus la aparatul foto.
1495	2.5	Pasarea neagra sta pe pamant.	Pasarea sta pe ramura.
1496	2.0	O mica pasare maro mananca dintr-un hranitor pentru pasari atarnand intr-un copac.	O pasare mica rosie cu gri cocotata intr-un copac.
1497	4.4	O pereche de caini jucandu-se cu o minge mov.	Doi caini se joaca cu o minge de fotbal mov.
1498	0.6	o pasare aterizeaza in apa.	o barca pluteste in apa.
1499	4.6	Trei copii stau pe sau langa un gard.	Cei trei copii stau pe si langa un gard.
1500	4.8	Un caine negru iese din apa cu o bila alba in gura.	un caine negru iesind din apa cu o minge alba in gura.
1501	0.4	O fata intr-o camasa mov si bentita roz pozand.	O fata tanara purtand o palarie si blugi albastri este intr-un leagan.
1502	0.0	Un caine maro sapand o gaura in fata unei plante	Un grup de oameni mergand pe marginea unei cai ferate.
1503	4.6	Cainele alb-maro inoata intr-o piscina.	Un caine alb-maro inoata intr-o piscina din curtea din spate.
1504	0.0	Un baiat intr-o sanie rosie coboara pe deal.	Un caine multicolor cu o zgarda rosie se piteste in iarba.
1505	4.0	Un caine negru cu maro alearga prin padure.	Un caine alerand prin padure.
1506	4.4	Cei doi caini alearga pe iarba.	Doi caini se joaca in iarba.
1507	0.6	O fata tanara arata semnul pacii.	O fetita se tine de un stalp pe o strada din oras.
1508	0.6	Un barbat se leagana pe o margine a unei prapastii deasupra apei.	Om stand singur pe un debarcader cu o sticla de apa.
1509	4.6	Un barbat asezat pe vine si tinand un aparat foto.	Barbatul ce sta pe vine tine un aparat foto mare.
1510	2.6	Barbatul mergand cu bicicleta pe o poteca ingusta.	Un barbat mergand pe un monociclu pe un drum pavat.
1511	0.6	Un barbat purtand o haina portocalie vorbeste cu altul in timp ce merg prin zapada.	Un barbat si o femeie imbracati in haine de moda veche stau afara la o masa.
1512	4.0	Un caine sare in aer pentru a prinde o jucarie.	Un caine negru sare in aer pentru a prinde o jucarie.
1513	0.0	Un caine maro asezat pe o patura albastra.	O persoana se scufunda intr-o apa limpede albastra.
1514	0.0	Cei doi baieti se joaca in camp.	Cei doi oameni au capul acoperit cu esarfe.
1515	2.2	Cei doi caini alearga prin iarba.	Trei caini alearga in zapada.
1516	4.0	Un baiat cu un brat rupt se odihneste intr-un pat.	Un baiat cu un brat rupt doarme.
1517	4.8	baiat facand trucuri pe un skateboard	Un baiat face un truc pe un skateboard.
1518	2.6	Trei caini jucandu-se in zapada.	Trei caini se joaca in apa.
1519	1.2	O fetita cu o panglica in par se scobeste in nas.	O fetita imbracata intr-o camasa mov si cu casca mergand pe un scuter.
1520	1.8	O fata tanara coborand pe un tobogan tubular.	O fata tanara leganandu-se intr-un leagan de cauciuc.
1521	2.6	Multi oameni participa la cursa de biciclete, inclusiv un barbat pe o bicicleta cu trei roti.	Un barbat mergand pe un scaun cu rotile cu trei roti.
1522	0.8	Un grup de oameni poarta urechi de iepuras.	Un grup de oameni calaresc intr-o cursa.
1523	4.0	Un caine intr-un tricou „superman” doarme pe o patura.	Un caine maro intr-un tricou cu Superman sta pe o patura albastra.
1524	4.8	Cainele alb-maro alearga peste iarba.	Un caine alb-maro alearga peste iarba.
1525	3.8	Un caine maro isi odihneste labele pe o tastatura de laptop.	Un caine sta cu labele pe un laptop.
1526	2.6	O fata tanara cu ochelari sta jos si tine doua steaguri americane.	O fata cu ochelari se uita la doua steaguri americane langa o zona impadurita.
1527	3.0	Un caine mic alb-maro sare peste un stalp orizontal.	un caine alb-maro sarind peste un stalp rosu cu galben
1528	4.8	Doi caini alearga printr-o zona ierboasa.	Doi caini alergand prin campul ierbos.
1529	1.6	Un barbat se leagana pe o franghie deasupra apei.	Un barbat imbracat in haine calduroase leganandu-se noaptea pe bare de catarat.
1530	4.6	Doi barbati asiatici si o femeie asiatica stau pe scaune de masaj negre.	Doi barbati asiatici si o femeie se relaxeaza pe scaune de masaj.
1531	5.0	O fata jucandu-se intr-un morman de bile colorate.	O fetita se joaca intr-o groapa de bile colorate.
1532	0.0	Un barbat mai in varsta sta afara in fata unui camion.	O femeie imbracata in verde se da cu rolele afara la un eveniment.
1533	4.6	Barbat zambitor cu ochelari reflectorizanti.	Un domn zambind si aratandu-si ochelarii de soare reflectorizanti.
1534	4.8	cinci persoane stand pe un trotuar	Cinci oameni pe un trotuar.
1535	1.4	Cainele alb alearga peste zapada.	Un urs alb merge de-a lungul pamantului acoperit de zapada si lasa o umbra pe zapada.
1536	1.2	Un baiat tanar intr-o jacheta maro jucandu-se cu zapada.	Doi caini se joaca in zapada.
1537	2.4	Un barbat ridicand o piatra mare.	O femeie ridicand o piatra mare.
1538	4.6	Un caine alb-maro alearga peste iarba.	Un caine alb-maro alearga de-a lungul ierbii.
1539	0.0	Barbatul duce o lada de unelte pe trotuar.	O femeie merge cu o bicicleta albastra intr-un parc.
1540	3.4	Un barbat purtand un tricou pe care scrie „Gigolo” sta la tejghea vorbind cu cineva.	Un barbat purtand un tricou pe care scrie „Gigolo” sta la o receptie cu spatele la aparatul foto.
1541	0.0	Un cort si o tabara intr-o padure luminata de soare.	Un caine alb pe plaja cara un bat in gura.
1542	4.2	Doi caini mari alergand in niste iarba.	Doi caini Brindle alergand in iarba.
1543	2.6	Un caine inotand cu un bat in gura.	Un caine alergand cu un bat in gura.
1544	2.33	Un barbat facand aport cu doi caini maro.	O femeie se joaca cu un caine maro.
1545	3.6	un caine alearga peste nisip cu un bat in gura.	Un caine alearga printr-un parau cu un bat in gura.
1546	3.4	Un barbat sta in apa langa o cascada.	Un barbat se balaceste prin apa si priveste o cascada.
1547	3.0	Un caine cafeniu sare in sus sa prinda o minge de tenis.	Un caine rosu sare si prinde o minge de tenis in gura.
1548	2.4	Barbatul sare in apa.	Barbatul este sus in aer.
1549	2.4	O femeie intr-o camasa neagra sta in fata bananelor la un stand de fructe.	o femeie imbracata in negru sta in fata unui camion.
1550	1.2	Un copil sare intr-o piscina.	Un caine sarind intr-o piscina.
1551	4.8	Un baietel sarind de pe un scaun pe altul.	Un baietel sarind de pe un scaun pe altul in casa lui
1552	0.0	O fata isi flutura parul lung ud intr-un lac.	O persoana mergand pe o motocicleta de teren.
1553	2.8	Doi caini jucandu-se la mal.	Doi caini jucandu-se in zapada.
1554	0.0	O fetita merge pe un trotuar cu cupole albastre in fundal.	Un barbat trecand cu o saritura pe bicicleta cu un rau in fundal
1555	2.2	Doua femei stand pe o banca, cu fetele ascunse, cu o femeie tinand un tigru gonflabil si cealalta femeie in costum Disney de Alba ca Zapada.	O fata sta pe o banca tinand un tigru gonflabil langa o alta fata intr-un costum colorat.
1556	0.0	Un baiat si doua fete zambesc la aparatul foto.	Trei caini, unul alb si doi maro, alearga impreuna pe un camp de iarba.
1557	5.0	Un caine inotand cu un bat in gura.	Caine inotand in apa cu un bat in gura.
1558	5.0	Un pudel negru se joaca in zapada.	Un pudel negru zburda in zapada.
1559	1.4	doua fete prezentand un fluturas dintr-un film infricosator	Doua fete tinand saci stau intr-un camp.
1560	3.2	Trei baieti alearga pe plaja jucand un joc.	Doi baieti tineri si un barbat tanar alearga pe o plaja cu apa in spatele lor.
1561	1.6	O fata poarta o esarfa mov si o fusta asortata.	Un grup de fete sta purtand fuste de blugi si tricouri cu superman.
1562	0.6	un barbat purtand o jacheta cenusie stand pe marginea unei strazi.	Un baiat purtand o vesta de salvare albastra se tine de marginea unei barci verzi.
1563	5.0	Un caine negru cu maro sare sa prinda o minge rosie.	Un caine negru cu maro sare pentru o minge rosie.
1564	1.8	Cainele cafeniu alearga printre frunze.	Cainele alb alearga prin ocean.
1565	0.0	Un caine alb-negru sare intr-o piscina.	O femeie cu sort negru sta in fata unei oglinzi.
1566	3.0	Un caine alb-negru tine un bat in gura.	Cainele alb-negru are un bat in labele sale.
1567	5.0	O caprioara sare un gard.	O caprioara sarind peste un gard.
1568	2.2	O fetita tine un bat de lemn.	O fetita inotand intr-o piscina.
1569	2.4	Un caine negru sare prin apa.	Un caine se plimba prin zapada.
1570	4.2	Un grup de oameni in fata unui camion de pompieri rosu.	Un grup de oameni stau in jurul unui camion de pompieri rosu.
1571	3.4	un baiat sare in apa albastra a piscinei.	Baiatul tanar sare in piscina pe burta.
1572	0.0	Un caine alb prinde o minge in gura in zapada.	O fetita blonda sta pe un scaun verde.
1573	3.8	Trei copii razand si jucandu-se pe podea.	Trei copii jucandu-se pe podea.
1574	3.4	Un barbat sta cu undite langa un corp de apa.	Un barbat sta pe o piatra langa un sezlong pliant si o undita.
1575	0.0	O femeie si un caine stand in iarba.	Un barbat cara un indicator in timp ce sta in ploaie.
1576	1.0	Un barbat in tricou albastru alearga pe un teren de stadion.	Un barbat purtand o palarie albastra si camasa calareste un cal alb.
1577	4.8	Un caine negru alergand prin apa.	Un caine negru alearga prin niste apa.
1578	0.0	Copii sarind pe o trambulina.	Un barbat se da cu o sanie portocalie.
1579	3.0	Un caine maro mare se piteste intr-un camp ierbos.	Un caine maro alearga intr-un camp.
1580	2.2	Un caine alearga prin iarba.	Un caine alearga prin zapada.
1581	0.2	Un schior merge cu viteza prin zapada.	Un caine maro tinand un disc alearga prin zapada.
1582	5.0	Doi oameni joaca golf pe un teren de golf.	Doi oameni sunt pe un teren de golf jucand golf.
1583	0.8	Un baiat si o fata jucandu-se pe plaja.	Un caine jucandu-se in valuri cu o minge.
1584	0.8	Copilul in haina rosie intins pe covorul rosu.	Copilul mic este gata sa urce pe piesa rosie a echipamentului.
1585	5.0	Doi caini se joaca in iarba.	Doi caini se joaca in iarba.
1586	4.0	Un copil in uniforma de echipa alb-albastra urmarind o minge de fotbal.	Un baiat tanar in uniforma albastra de fotbal urmarind o minge.
1587	2.8	Un jucator de softball balansandu-se pe un teren.	Un jucator de baseball lovind mingea
1588	2.8	Un barbat face kitesurfing indepartandu-se de aparatul foto.	Un barbat face skysurfing pe apa.
1589	1.0	Un caine negru alearga in iarba.	Un baiat alergand prin iarba verde.
1590	2.0	Un baietel si o fetita jucandu-se impreuna afara.	Un baiat tanar si o fata tanara mergand unul catre celalalt
